# Generated by tools/extract_spells.rb from Lich's data/effect-list.xml.
# Do not hand-edit: re-run the tool.
# source	C:/Gemstone/lich-5/data/effect-list.xml
# source-mtime	2026-09-13 00:27:46
# spells	515
# cooldowns	5
# durations	fixed=178	derived=120	unknown=40
number	name	type	availability	mana_cost	spirit_cost	stamina_cost	renew_cost	durations	bonuses	msg_start	msg_end	msg_target_start	cooldown_group	cooldown_target
9606	Surge of Strength Cooldown		self-cast					selfunknowndur = { nil => 5, 0 => 5, 1 => 5, 2 => 4, 3 => 3, 4 => 2.5, 5 => 2 }; if defined?(CMan); dur[CMan['surge_of_strength']]; else; 5; end		You feel (?:significantly|a great deal|a fair amount) stronger\.	Your internal strength fully recovers from your most recent attempt to tap into it\.			
9607	Berserk	attack	all					selffixed5		Everything around you turns red as you work yourself into a berserker's rage!	The redness fades from the world and you begin to breathe harder\.			
9620	Rolling Krynch Stance	timer	self-cast			20		selffixed240		You (?:assume|re-settle into) the Rolling Krynch Stance\.	You relax from the Rolling Krynch Stance\.			
9621	Stance of the Mongoose	timer	self-cast			20		selffixed240		You (?:assume|re-settle into) the Stance of the Mongoose, ready to retaliate instantly against your foes\.	You relax from the Stance of the Mongoose, no longer ready to retaliate instantly against your foes\.			
9622	Slippery Mind	timer	self-cast			20		selffixed240		You focus inward and prepare to blank your mind at a moment's notice\.	You relax your mind and are no longer prepared to blank it at a moment's notice\.			
9623	Flurry of Blows	timer	self-cast			30		selffixed240		You (?:assume|re-settle into) a stance suitable to unleash a flurry of blows\.	You relax from a stance suitable to unleash a flurry of blows\.			
9624	Inner Harmony	timer	self-cast			40		selffixed240		You (?:center your mind, body and soul and enter a|continue in your) state of inner harmony\.	You feel your state of inner harmony slip away\.			
9625	Burst of Swiftness	utility	self-cast			(if Spell[9051].active?; 60; else; 30; end)*((Spell[1213].active? and defined?(Spell[1213].stamina_reduction)) ? (1-(Spell[1213].stamina_reduction/100.0)) : 1)		selffixed1.5		You prepare yourself to move swiftly at a moment's notice.*	You feel less prepared to move as swiftly as before\.			
9626	Ki Focus	offense	self-cast			20+5+5		selffixed1.0		You have already summoned your inner ki and are ready for a devastating attack\.	You lose the intense focus of your ki energy\.			
9627	Duck and Weave	utility	self-cast			(if Spell[9052].active?; 90; else; 30; end)*((Spell[1213].active? and defined?(Spell[1213].stamina_reduction)) ? (1-(Spell[1213].stamina_reduction/100.0)) : 1)		selffixed0.5		You balance your posture and narrow your eyes, preparing to misdirect your foes' attacks\.	You relax your posture and blink to clear your eyes\.			
9628	Griffin's Voice	timer	self-cast			20		selffixed240		You assume the Griffin's Voice stance, altering your breathing patterns to maximize the efficiency of your warcries\.	You return to your normal breathing patterns\.			
9699	POPed muscles		self-cast					selffixed10.5		You hear a loud \*POP\* come from your muscles!	Your muscles (?:feel much less strained than|no longer feel as weak as) they did a moment ago\.|The soreness of your overexerted muscles evaporates, leaving you feeling fresh and rested\.			
9701	Sigil of Recognition	utility	self-cast											
9702	Sigil of Location	utility	self-cast											
9703	Sigil of Contact	utility	self-cast	1				selffixed17		You concentrate on your sigil\.	You sense that your attunement to the minds of others has ceased\.			
9704	Sigil of Resolve	utility	self-cast			5		selffixed1.5		You experience a momentary flash of insight on how to best overcome nature's obstacles\.	You feel your added insight slip away\.			
9705	Sigil of Minor Bane	offense	self-cast	3		3		selffixed1		As you concentrate on your sigil, you become slightly more aware of your foes and the weakest spots in their defenses\.	Your heightened awareness of your foes fades away\.			
9706	Sigil of Bandages	utility	self-cast			10		selffixed3		Your awareness of your own movements heightens as you begin to act with an unusual fluidity\.	Your actions become less fluid as your close concentration on your movements begins to falter\.			
9707	Sigil of Defense	defense	self-cast	5		5		selffixed5	bolt-dsSociety.rankphysical-dsSociety.rank	A shimmering aura surrounds you\.	The shimmering aura fades from around you\.			
9708	Sigil of Offense	offense	self-cast	5		5		selffixed5	bolt-asSociety.rankphysical-asSociety.rank	A faint blue glow surrounds your hands, subtly guiding your movements\.	The faint blue glow fades from around your hands\.			
9709	Sigil of Distraction	attack	all	5		10		selffixed5						
9710	Sigil of Minor Protection	defense	self-cast	5		10		selffixed1	bolt-ds5physical-ds5	As you concentrate on your sigil, you become slightly more aware of weak spots in your defenses\.	Your heightened awareness of your own defensive weaknesses fades away\.			
9711	Sigil of Focus	defense	self-cast	5		5		selffixed1	elemental-tdSociety.rankspirit-tdSociety.ranksorcerer-tdSociety.rank	You feel your mind and body gird themselves against magical interference\.	Your mind and body begin to relax after that period of intense focus\.			
9712	Sigil of Intimidation	attack	all	if checkpcs.length > 1 then 10 else 5 end		if checkpcs.length > 1 then 15 else 10 end								
9713	Sigil of Mending	utility	self-cast	10		15		selffixed10		Your heart begins to beat faster as your entire body becomes awash with a pleasantly warm sensation\.	The pleasantly warm sensation fades as your heart beat begins to return to normal\.			
9714	Sigil of Concentration	bonus	self-cast			30		selffixed10		As you concentrate on your sigil, you feel more attuned to the flows of mana\.	Your heightened attunement to the flows of mana begins to fade\.			
9715	Sigil of Major Bane	offense	self-cast	10		10		selffixed1	bolt-as10physical-as10	As you concentrate on your sigil, you become much more aware of your foes and the most vulnerable portions of their bodies\.	Your heightened awareness of your foes fades away\.			
9716	Sigil of Determination	utility	self-cast			30		selffixed3		You begin to focus sharply upon the task at hand, pushing all thoughts and sensations of pain far from your mind\.	Your sharp concentration upon your current task falters as the pain of your injuries rushes back into your mind\.			
9717	Sigil of Health	utility	self-cast	10		20								
9718	Sigil of Power	utility	self-cast			50								
9719	Sigil of Major Protection	defense	self-cast	10		15		selffixed1	bolt-ds10physical-ds10	As you concentrate on your sigil, you become much more aware of vulnerable spots in your defenses\.	Your heightened awareness of your own vulnerabilities fades away\.			
9720	Sigil of Escape	utility	self-cast	15		75								
9801	Symbol of Recognition	utility	self-cast											
9802	Symbol of Blessing	utility	self-cast											
9803	Symbol of Thought	utility	self-cast											
9804	Symbol of Diminishment	attack	all											
9805	Symbol of Courage	offense	self-cast					selfunknownSociety.rank / 6.0	bolt-asSociety.rankphysical-asSociety.rank	You feel more courageous\.	You feel the extra courage wane\.			
9806	Symbol of Protection	defense	self-cast					selfunknownSociety.rank / 3.0	bolt-dsSociety.rankphysical-dsSociety.rankelemental-tdSociety.rank/2mental-tdSociety.rank/2spirit-tdSociety.rank/2sorcerer-tdSociety.rank/2	You feel a layer of protection surround you\.	The layer of protection fades away\.			
9807	Symbol of Submission	attack	all											
9808	Kai's Strike		all											
9809	Symbol of Holiness	attack	all											
9810	Symbol of Recall	utility	all											
9811	Symbol of Sleep	attack	all											
9812	Symbol of Transcendence	defense	all					selffixed0.5		(?:With difficulty, you manage to will yourself|You step) into the space between the corporeal and ethereal realms\.				
9813	Symbol of Mana	utility	all											
9814	Symbol of Sight	utility	all											
9815	Symbol of Retribution	attack/utility	all					selfunknownSociety.rank / 6.0		You feel an aura of righteous wrath surround you\.	The aura of righteous wrath leaves you\.			
9816	Symbol of Supremacy	offensive	self-cast					selfunknownSociety.rank / 6.0		You feel infused with a collective knowledge on the undead and their weaknesses\.	The rush of collective knowledge of the undead fades from your mind\.			
9817	Symbol of Restoration	utility	all											
9818	Symbol of Need	utility	all											
9819	Symbol of Renewal	utility	all											
9820	Symbol of Disruption	offensive	all					selfunknownSociety.rank / 6.0		A churning spectral aura surrounds you(?: and your group)?\.	The churning spectral aura suddenly vanishes from around you\.			
9821	Kai's Smite	attack	all											
9822	Symbol of Turning	attack	all											
9823	Symbol of Preservation	utility	all											
9824	Symbol of Dreams	utility	self-cast					selffixed240		You feel suddenly tired and lie down for a nap\.	Your sleep is interrupted\.|You wake up from your sleep\.			
9825	Symbol of Return	utility	all											
9826	Symbol of Seeking	utility	all											
9901	Sign of Recognition	utility	self-cast											
9903	Sign of Warding	defense	self-cast	1				selfderived1 + Stats.level / 6.0	bolt-ds5physical-ds5	Your dancing fingers weave a web of protection around you!	Your SIGN OF WARDING is no longer effective\.			
9904	Sign of Striking	offense	self-cast	1				selfderived1 + Stats.level / 6.0	bolt-as5physical-as5	You (?:grip|flex) your [\w\s']+ with renewed vigor!	Your SIGN OF STRIKING is no longer effective\.			
9905	Sign of Clotting	utility	self-cast	1				selfderived1+(Stats.level/6.0)						
9906	Sign of Thought	utility	self-cast	1				selfderived10 + Stats.level / 10.0		Your hypnotic gesture makes your mind receptive to the thoughts of others\.  You feel their distant, comforting presence\.	You sense that your attunement to the minds of others has ceased\.			
9907	Sign of Defending	defense	self-cast	2				selfderived1 + Stats.level / 6.0	bolt-ds10physical-ds10	Your dancing fingers weave a web of protection around you!	Your SIGN OF DEFENDING is no longer effective\.			
9908	Sign of Smiting	offense	self-cast	2				selfderived1 + Stats.level / 6.0	bolt-as10physical-as10	You (?:grip|flex) your [\w\s']+ with renewed vigor!	Your SIGN OF SMITING is no longer effective\.			
9909	Sign of Staunching	utility	self-cast	1				selfderived2 + Stats.level / 3.0		Your veins throb and your blood sings\.	Your SIGN OF (?:STAUNCHING|CLOTTING) is no longer effective\.			
9910	Sign of Deflection	defense	self-cast	3				selfderived1 + Stats.level / 6.0	bolt-ds20	You feel magical energies distort and flow around you\.	Your SIGN OF DEFLECTION is no longer effective\.			
9911	Sign of Hypnosis	attack	all		1									
9912	Sign of Swords	offense	self-cast		1			selfderived1 + Stats.level / 6.0	bolt-as20physical-as20	You (?:grip|flex) your [\w\s']+ with renewed vigor!	Your SIGN OF SWORDS is no longer effective\.			
9913	Sign of Shields	defense	self-cast		1			selfderived1 + Stats.level / 6.0	bolt-ds20physical-ds20	Your dancing fingers weave a web of protection around you!	Your SIGN OF SHIELDS is no longer effective\.			
9914	Sign of Dissipation	defense	self-cast		1			selfderived1 + Stats.level / 6.0	elemental-td15mental-td15spirit-td15sorcerer-td15	Magic flows towards you, but does not reach you\.	Your SIGN OF DISSIPATION is no longer effective\.			
9915	Sign of Healing	utility	self-cast		2									
9916	Sign of Madness	offense	self-cast		3			selffixed0.25	bolt-as50physical-as50	You are filled with berserk rage!  Attack!  Attack!  Attack!	Your SIGN OF MADNESS is no longer effective\.			
9917	Sign of Possession	attack	self-cast		4				bolt-as50physical-as50					
9918	Sign of Wracking	utility	self-cast		5									
9919	Sign of Darkness	utility	self-cast		6									
9920	Sign of Hopelessness	utility	self-cast		11									
9003	Next Bounty	timer	self-cast					selffixed15		^You were tasked with slaying [0-9]+ pirates\.				
9056	Next Group Bounty	timer	self-cast					selffixed15		[A-Z][a-z]+ turns to you and says, "[A-Z][a-z]+ has signed you up to join (?:him|her) on (?:his|her) task\.  I trust that s?he has adequately informed you of the nature of the task.*				
9004	Next GoS Task	timer	self-cast					selffixed15		[A-Z][a-z]+ nods to you.*?Grimswarm.*				
9005	MStrike Cooldown	timer	all					selffixed1		Your (?:flurry|series) of (?:strikes|rapid shots)(?: and (?:ripostes|maneuvers))? leaves you (?:off-balance|winded) and out of position\.				
9006	Lichbane	defense	all					selffixed10		You feel more courageous as a \w+ aura appears about you\.	The sense of courage departs as the \w+ aura fades from about you\.			
9007	Well of Life Cooldown	timer	all					selfunknownif defined?(XMLData.last_spirit); ([XMLData.last_spirit-XMLData.spirit,1].max*2) - (Skills.slblessings/60.0); else; 6; end		You are left feeling weakened and feeble\.	The feeling of weakness fades from you\. You feel ripe to transfer spirit once again\.			
9008	Sacrifice Cooldown	timer	all					selfunknown10.0 - ([Skills.slnecromancy, 120].min * 2)/60.0 - ([[(Skills.slnecromancy - 120), 0].max, 80].min * 0.75)/60.0 - ([(Skills.slnecromancy - 200), 0].max * 1.5)/60.0		Your senses tingle, then become awash in a flood of power as the life leaves your hapless foe!	You feel refreshed enough to sacrifice another animus\.			
9009	Raise Dead Cooldown	timer	all					selfunknowns = Spell['Raise Dead Link Cooldown']; if s.active?; s.timeleft; else; 5-(Skills.slblessings/60.0)+0.05; end		Low and monotonous, you begin a chant to draw [A-Z][a-z]+ back to life and feel the deep shadows of the area rise to meet you\.  Falling upon you like a cloak of darkness, the twisting, inky blackness transforms into the visage of a jackal from a once-forgotten nightmare\.  Sweeping from your body into [A-Z][a-z]+'s?, the raw energy of your prayer transfers into (?:his|her) prone form\.  Slowly, the shadows recede back into the surrounding area\.	The feeling of weakness leaves you\.  Your spirits are somewhat rejuvenated\.			
9010	Adrenal Surge Cooldown	timer	all					selfunknownif Spell[9010].active?; Spell[9010].timeleft; else; 5; end		You feel a surge of energy shoot through you!				
9011	Council Task	timer	self-cast					selfunknownif defined?(line) and line.slice(/[0-9]+/).to_f > 0; line.slice(/[0-9]+/).to_f; else; 30; end		The High Taskmaster looks at you, consults her notes, and then announces in a loud voice: "[A-Z][a-z]+, I'm rather busy right now\.  I know you have completed the requirements for advancement in rank, but I cannot take the time to instruct you\.  Let me check my schedule\.\.\. Ah, yes, I can squeeze you in in [0-9]+ minutes or so\.  Come back then and I'll take care of you\."				
9012	Council Punishment	timer	self-cast					selfunknownif defined?(line) and (line =~ /[0-9]+/); line.slice(/[0-9]+/).to_f; else; 20; end		Your punishment does not end for another [0-9]+ minutes?\.	the fold\.  DO NOT FAIL ME AGAIN!"			
9013	Fog Concealment	timer	self-cast					selffixed0.5		Fog swirls and eddies about the area\.  Wispy grey tendrils writhe as they climb around your form until you are completely enshrouded in the mist\.  You feel confident that no one can see you behind your mask of fog\.	The fog enshrouding you drifts off your form and gathers with the rest in the area\.			
9014	Aspect of the Wolf	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Wolf\.  .*Your vision takes on a slightly yellow hue, and you feel a stronger center of coordination and balance\.	The golden distortion fades from your sight, and your balance returns to normal\.			
9015	Aspect of the Wolf Cooldown	timer	self-cast					selffixed4						
9016	Aspect of the Jackal	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Jackal\.  .*A twinge of red passes through your eyes, as your thoughts turn toward waylaying your next quarry\.	The redness fades from your eyes as your focus of the hunt returns to normal\.			
9017	Aspect of the Jackal Cooldown	timer	self-cast					selffixed4						
9018	Aspect of the Lion	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Lion\.  .*You feel yourself infused with a regal air, as a wave of power ripples through your muscles\.	Your regal influence and extra strength swiftly drift away\.			
9019	Aspect of the Lion Cooldown	timer	self-cast					selffixed4						
9020	Aspect of the Panther	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Panther\.  .*A distinct awareness of the shadows surfaces to your thoughts, springing forth with the lucidity of a once-forgotten memory\.	Your extra awareness of the shadows steals away back into the recesses of your subconscious\.			
9021	Aspect of the Panther Cooldown	timer	self-cast					selffixed4						
9022	Aspect of the Owl	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Owl\.  .*A dawn of enlightenment rises over your consciousness, honing your comprehension of the flows of magic around and within you\.	The moment of enlightenment and magical comprehension fades from your mind\.			
9023	Aspect of the Owl Cooldown	timer	self-cast					selffixed4						
9024	Aspect of the Hawk	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Hawk\.  .*You become more aware of the environs as every nuance of your surroundings comes into focus with sharp clarity\.	The degree of resolution in your vision diminishes as your perception returns to normal\.			
9025	Aspect of the Hawk Cooldown	timer	self-cast					selffixed4						
9026	Aspect of the Rat	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Rat\.  .*Your thoughts drift inward, girding your mind with a strong determination and your body with great agility\.	The strong sense of determination and agility fades from within you\.			
9027	Aspect of the Rat Cooldown	timer	self-cast					selffixed4						
9028	Aspect of the Porcupine	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Porcupine\.  .*A simple cognition bubbles to the front of your mind, broadening your understanding of events that previously went unnoticed\.	Your increased cognition fades away, returning your comprehension to normal\.			
9029	Aspect of the Porcupine Cooldown	timer	self-cast					selffixed4						
9030	Aspect of the Bear	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Bear\.  .*You hear a deep bellowing reverberate through your mind, inspiring an invigorating fortitude that spreads to your very core\.	Your ursine fortitude parts, returning your endurance to normal\.			
9031	Aspect of the Bear Cooldown	timer	self-cast					selffixed4						
9032	Aspect of the Serpent	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Serpent\.  .*Your skin suddenly feels a bit more scaled, and you notice a distinctly natural fluidity in your movements\.	The scaliness of your complexion fades away, taking with it your natural-feeling fluid movements\.			
9033	Aspect of the Serpent Cooldown	timer	self-cast					selffixed4						
9034	Aspect of the Burgee	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Burgee\.  .*Grey-green diamond scales form across your skin, and you note that your shield arm feels somehow lighter\.	The grey-green scales fade away from your skin, with your shield arm,s reflexes returning to normal\.			
9035	Aspect of the Burgee Cooldown	timer	self-cast					selffixed4						
9036	Aspect of the Mantis	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Mantis\.  .*A slightly uncomfortable pressure builds behind your eyes as you note an improved eyesight and renewed vigor in your weapon arm\.	You feel the pressure behind your eyes relent, as the movement in your weapon arm returns to normal\.			
9037	Aspect of the Mantis Cooldown	timer	self-cast					selffixed4						
9038	Aspect of the Yierka	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Yierka\.  .*A gruff, yet contenting inspiration courses through your senses, putting you at one with the offerings and spirits of nature\.	Your extra illumination of the natural fades with a final wisp of inspiration\.			
9039	Aspect of the Yierka Cooldown	timer	self-cast					selffixed4						
9040	Aspect of the Spider	timer	self-cast	Spell[650].active ? 25 : 50				selffixed2		You concentrate your focus upon the Aspect of the Spider\.  .*You feel a tingling sensation shiver through your limbs as your field of vision darkens and expands\.	Your field of vision returns to normal as the tingling sensation in your limbs scatters away\.			
9041	Aspect of the Spider Cooldown	timer	self-cast					selffixed4						
9075	Meditation	timer	all					selffixed12		You (?:kneel down and |kneel and )?begin to meditate on your lot in life\.	The lingering effects of your meditation fade away\.			
9044	Miracle Cooldown	timer	all					selfunknowndur = 1440; [ 4, 9, 15, 22, 30, 39, 49, 60, 72, 85, 99, 114, 130, 147, 165, 184 ].each { |num| dur -= 60 if Skills.slreligion >= num }; dur		Silver motes of light cavort upon the air, their movements turning into a twisted dance that is punctuated by the sound of dozens of laughing voices\. Deep in your spirit, you feel a binding connection to their mirth\. Converging above you, the light transforms in a slender crescent moon that begins to whirl\. At one moment, full, and then the next, a sliver, the faster the moon spins, the louder the laughter gets\. Suddenly, the light ceases all movement and explodes into a brilliant shower of silver sparks accompanied by laughter for several moments\.				
9045	Sigil of Escape Cooldown	timer	all					selffixed1440		Your incapacitation makes it all the more difficult, but as you concentrate \(as best you can\) on your sigil, you feel yourself being whisked away\.\.\.				
9046	Regeneration Cooldown	timer	all					selffixed1440		Points of silvery light begin to flicker around you\. They grow in number, swirling into a bright flash as your injuries heal to scars, then gradually fade completely\. Dimming slowly, the light settles into a shimmering silver cocoon that surrounds you\.				
9047	Lantern Charm Cooldown	timer	all					selffixed1440		The flame within the lantern builds and brightens, escalating rapidly from bright to blinding\.  A heady rush overcomes you as the charm's radiance suffuses your flesh and falls, like a glowing veil, over your vision\.  Heat blossoms within your core, and a soft voice promises, "While hearth and home are firm in your heart, they cannot be more than a breath away from your lungs\."				
9048	Symbol of Mana Cooldown	timer	all					selffixed5		You call upon a special blessing from Koar\.	You feel Koar's blessing return to you\.			
9049	Symbol of Transcendence Cooldown	timer	all					selffixed3		You feel yourself being pulled back fully into the corporeal realm\.				
9050	Symbol of Renewal Cooldown	timer	all					selffixed2		You feel a surge of life flow through you\.	You feel your connection to the vitality of nature renew itself once more\.			
9051	Burst of Swiftness Cooldown	timer	self-cast					selfunknowndur = { nil => 5, 1 => 5, 2 => 4, 3 => 3, 4 => 2.5, 5 => 2 }; if defined?(CMan); dur[CMan['burst_of_swiftness']]; else; 5; end		You feel (?:significantly|a great deal|a fair amount) more agile\.	You feel entirely capable of preparing yourself to once again move swiftly at a moment's notice\.			
9052	Duck and Weave Cooldown	timer	self-cast					selffixed5		You balance your posture and narrow your eyes, preparing to misdirect your foes' attacks\.	Your recent exploits of weaving through your foes' attacks no longer strains your body and mind\.			
9053	Curse of the Star (bonus)	timer	self-cast					selffixed20		Your complexion grows murkier\.	Your murky complexion fades away, and you feel less deft\.			
9054	Doomstone Curse	timer	self-cast					selffixed60		You feel a strange, foreboding sensation as your hand touches the black doomstone\.	The foreboding sensation recedes\.			
9055	Divine Word Cooldown	timer	self-cast					selfunknownif Skills.slreligion >= 40; 480; elsif Skills.slreligion >= 20; 720; else 1440; end		Your surroundings grow dim\.\.\.you lapse into a state of awareness only, unable to do anything\.\.\.				
9057	Planar Fragment Cooldown	timer	all					selffixed5760		Shifting your gaze, you use the fragment's influence to pierce the veil between the planes of existence\.  An other-worldly landscape fills your vision, and you sense an object of potential interest within arms reach\.  Without waiting to actually see it, you reach out and yank .+ into your current temporal sphere\.				
9058	Chronomage Teleport Staff Cooldown	timer	all					selffixed1440		When the air around you settles and your mind calms, you realize that your very existence has been catapulted into the past\.  The sand in the hourglass is now in the upper bulb, trickling slowly into the lower chamber\.				
9059	Tangleweed Vigor		self-cast					selffixed2		Thin tendrils of vine twine around you, instilling you with their strength\.|The vigor of your vine surges through you, imparting the strength leached from your foe\.|A runner from your vine brushes against you and you feel strengthened by the contact\.|Strength surges into you from your vine\!	A few withered tendrils of vine fall away from you, taking their gift of strength with them\.			
9060	Meditative Resistance (acid)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (acidic) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9061	Meditative Resistance (cold)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (freezing) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9062	Meditative Resistance (crush)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (crushing) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9063	Meditative Resistance (disintegration)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (disintegrating) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9064	Meditative Resistance (disruption)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (disruptive) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9065	Meditative Resistance (electrical)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (electrical) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9066	Meditative Resistance (grapple)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (grappling) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9067	Meditative Resistance (fire)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (burning) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9068	Meditative Resistance (impact)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (impacting) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9069	Meditative Resistance (plasma)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (plasmatic) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9070	Meditative Resistance (puncture)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (puncturing) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9071	Meditative Resistance (slash)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (slashing) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9072	Meditative Resistance (steam)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (scalding) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9073	Meditative Resistance (unbalance)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (unbalancing) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9074	Meditative Resistance (vacuum)	defense	self-cast					selffixed250		You assume a meditative posture, .+ (decompressing) .+\.	You cease concentrating on your preparations to resist \w+ damage.			
9076	Tracking Recovery	timer	self-cast					selffixed1		You carefully study the area, searching for signs of .+ presence\.  You can tell the .+ is somewhere nearby but the paths all seem to lead in different directions\.  You take a chance on one while taking care to remain hidden, but quickly realize you've been led astray\.	You feel refreshed and ready to track again\.			
9077	Lumnis' Repose	timer	self-cast					selffixed30		You trace the central orb of white in your brooch and your fingertips begin to tingle as ordered energy flows into you\.  Within seconds, you feel Lumnis' Repose course through your veins\.	Your skin tingles as the ordered energy of Lumnis' Repose slips from you and recedes into your brooch\.			
9078	Elemental Aura Stabilization	defense	all					selffixed5		Elemental energy wraps around you, stabilizing your aura\.	The elemental energy stabilizing your aura dissipates\.			
9079	Elemental Transfer Protection	defense	all					selffixed5		A thin coating of elemental energy sinks into you, keeping minor fluctuations in elemental energy at bay\.	Your thin coating of elemental energy dissipates away\.			
9080	Feather Charm	utility	all					selffixed30		Oddly enough, you feel somewhat more buoyant\.	You feel somewhat less buoyant\.			
9081	Encumbrance Boost	utility	all					selffixed15		\[You have activated an Encumbrance Boost.  Your net encumbrance will be reduced by 50 lbs for 15 minutes\.\]	\[Your Encumbrance Boost has ended\.\]			
9082	Doubled Experience Boost	utility	all					selffixed15		\[You have activated a Doubled Experience Booster!  You will absorb twice as much experience for 15 minutes\.\]	\[Your Doubled Experience Boost has ended\.\]			
9083	Luck Boost	utility	all					selffixed15		\[You have activated a Luck Booster!  Your attack rolls will be a little extra lucky for 15 minutes\.\]	\[Your Luck Boost has ended\.\]			
9084	Item Supercharger	utility	all					selffixed15		\[You have activated an Item Supercharger!  Your combat properties of your items will be super charged for 15 minutes\.\]	\[Your Item Supercharger has ended\.\]			
9085	Enhancive Stats Boost	utility	all					selffixed15		\[You have activated an Enhancive Stats Boost.  You will be boosted for 15 minutes\.\]	\[Your Enhancive Stats Boost has ended\.\]			
9086	Enhancive Recovery Boost	utility	all					selffixed15		\[You have activated an Enhancive Recovery Boost.  You will be boosted for 15 minutes\.\]	\[Your Enhancive Recovery Boost has ended\.\]			
9087	Gift of Eonak	utility	all					selffixed15		\[You have activated a Gift of Eonak!  You will have an advantage on crafting skill rolls for 15 minutes\.\]	\[Your Gift of Eonak has ended\.\]			
9100	Major Loot Boost	utility	self-cast					selffixed15		\[You have activated a Major Loot Boost\.  Your chances for better LOOT will be boosted for 15 minutes\.\]	\[Your Major Loot Boost has ended\.\]			
9101	Minor Loot Boost	utility	self-cast					selffixed15		\[You have activated a Minor Loot Boost\.  Your chances for better LOOT will be boosted for 15 minutes\.\]	\[Your Minor Loot Boost has ended\.\]			
9105	Briar Betrayer	timer	self-cast					selffixed2		As you begin to raise your [^,]+, the briars imbedded in your flesh release their stored blood in a massive pulse of power that you can feel in the core of your very being.  The vines lose all crimson hues, and strength courses through your blood\.	You no longer look stronger\.			
9516	Mana Leech Recovery	timer	self-cast					selffixed1		You feel a sudden rush of power as you absorb [0-9]+ mana!	You no longer feel the effect of casting mana leech\.			
9052	Duck and Weave Cooldown	timer	self-cast					selffixed5		You balance your posture and narrow your eyes, preparing to misdirect your foes' attacks\.	Your recent exploits of weaving through your foes' attacks no longer strains your body and mind\.			
9655	Absorb Magic	utility	self-cast					selfderived10/60.0		You open yourself to the ravenous void at the core of your being, allowing it to surface\.  Muted veins of metallic grey ripple just beneath your skin\.	The hunger of the void retreats within you, unsatisfied\.			
9656	Absorb Magic Recovery	timer	self-cast					selfderived30/60.0		You open yourself to the ravenous void at the core of your being, allowing it to surface\.  Muted veins of metallic grey ripple just beneath your skin\.	Something within you loosens, and you can once again feel the hunger of the void within\.			
2001	Focused	utility	self-cast					selffixed2		You focus intently on your picking and disarm skill.	You no longer appear focused.			
